"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"72","2.83623337","0.00548147","0.3525803","0.03548539","244","6","false","Q93062","47.79508197","244","0","0","0.81637666","false","0","Q93062","27684680","0.0134929"
"73","2.90795438","0.00296122","0.34388435","0.02146844","137","6","false","Q8N9N5","46.34306569","137","0","0","0.80920456","false","0","Q8N9N5","11643156","0.01564058"
"75","2.82914169","0.00352857","0.35346409","0.06024257","123","6","false","O95967","80.44715447","123","0","0","0.81708583","false","0","O95967","14271130","0.02093469"
"77","2.99517473","8.9188E-4","0.33387034","0.10109048","117","6","false","P59991","70.93162393","117","0","0","0.80048253","false","0","P59991","4818360","0.02675501"
"79","2.90488375","0.00272109","0.34424785","0.02342048","136","7","false","P78424","49.77205882","136","0","0","0.80951162","false","0","P78424","11167158","0.01598197"
"81","3.01359848","8.3165E-4","0.33182921","0.09441441","75","6","false","P86480","67.10666667","75","0","0","0.79864015","false","0","P86480","3575540","0.02730754"
"83","2.87015646","0.00371033","0.34841306","0.05310087","159","6","false","Q15038","52.03773585","159","0","0","0.81298435","false","0","Q15038","14654146","0.01568717"
"85","3.08356485","2.6588E-4","0.32429997","0.11815336","72","6","false","Q3LI72","71.22222222","72","0","0","0.79164352","false","0","Q3LI72","1679356","0.03534602"
"87","3.12399474","3.0921E-4","0.32010297","0.08884188","62","6","false","Q8IUC2","60.93548387","62","0","0","0.78760053","false","0","Q8IUC2","1555524","0.03315461"
"89","3.29368329","1.2063E-4","0.30361146","0.08858859","37","7","false","Q8N9W6","48.16216216","37","0","0","0.77063167","false","0","Q8N9W6","721666","0.05141515"
"91","3.193888","1.8747E-4","0.31309802","0.15249663","39","6","false","Q9NWB1","64.12820513","39","0","0","0.7806112","false","0","Q9NWB1","776922","0.04460396"
"93","3.56879661","8.767E-5","0.2802065","0.0","8","7","false","P01344","55.0","8","0","0","0.74312034","false","0","P01344","273570","0.13670886"
"95","2.8726422","0.00151587","0.34811157","0.07493943","108","6","false","Q03989","87.72222222","108","0","0","0.81273578","false","0","Q03989","7857622","0.0242122"
"97","2.78637228","0.00320216","0.35888959","0.03794592","163","6","false","Q9H0I2","91.54601227","163","0","0","0.82136277","false","0","Q9H0I2","18292810","0.02141633"
"99","3.13949408","2.2348E-4","0.31852266","0.16346154","65","6","false","A8MV65","91.95384615","65","0","0","0.78605059","false","0","A8MV65","1284048","0.05024183"
"101","2.95291709","0.00133049","0.33864818","0.02494331","99","6","false","O43186","58.65656566","99","0","0","0.80470829","false","0","O43186","6186792","0.0206527"
"103","2.94326656","0.00108095","0.33975856","0.06818182","89","6","false","A5D8V6","73.56179775","89","0","0","0.80567334","false","0","A5D8V6","4657678","0.02499341"
"105","2.84091241","0.00285976","0.35199959","0.04311295","121","6","false","P61968","87.47107438","121","0","0","0.81590876","false","0","P61968","12921686","0.02259995"
"107","2.65214213","0.00834883","0.3770537","0.05233791","287","6","false","Q08117","79.12195122","287","0","0","0.83478579","false","0","Q08117","40106216","0.01437884"
"109","2.93617488","0.00230539","0.34057917","0.04300112","95","6","false","Q86UW9","70.24210526","95","0","0","0.80638251","false","0","Q86UW9","8654138","0.02414626"
"111","3.10549788","9.7628E-4","0.32200956","0.13865546","120","6","false","P32242","76.0","120","0","0","0.78945021","false","0","P32242","5915962","0.03643783"
"113","2.80296827","0.00473074","0.35676465","0.08299364","237","6","false","P49639","71.01687764","237","0","0","0.81970317","false","0","P49639","22603392","0.01778966"
"115","3.00460594","0.00102934","0.33282235","0.10772178","117","6","false","Q02930","90.1965812","117","0","0","0.79953941","false","0","Q02930","6735856","0.03364547"
"117","2.95028513","8.1434E-4","0.33895029","0.07043168","79","6","false","Q6P1W5","77.41772152","79","0","0","0.80497149","false","0","Q6P1W5","3931564","0.02564835"
"119","2.68606521","0.01310895","0.37229178","0.01308993","311","6","false","Q96HA8","52.59807074","311","0","0","0.83139348","false","0","Q96HA8","53743254","0.01066394"
"121","2.89706097","8.5667E-4","0.34517741","0.07659208","84","6","false","Q9P0T4","136.86904762","84","0","0","0.8102939","false","0","Q9P0T4","6902590","0.03893885"
"123","2.93836818","0.00139557","0.34032495","0.03618767","98","6","false","P51116","54.53061224","98","0","0","0.80616318","false","0","P51116","5442990","0.01984914"
"125","2.80106741","0.00278495","0.35700676","0.03492485","117","6","false","Q15560","106.62393162","117","0","0","0.81989326","false","0","Q15560","15931478","0.02495702"
"127","3.16998099","1.8066E-4","0.3154593","0.14567308","65","6","false","Q3LI76","70.50769231","65","0","0","0.7830019","false","0","Q3LI76","1003004","0.04281506"
"129","3.20156456","8.893E-5","0.31234729","0.12307692","26","6","false","Q9NZF1","113.57692308","26","0","0","0.77984354","false","0","Q9NZF1","507744","0.06471028"
"131","3.13671589","3.5377E-4","0.31880477","0.12323232","55","6","false","Q9NRQ2","85.16363636","55","0","0","0.78632841","false","0","Q9NRQ2","1712198","0.04499784"
"133","3.2430911","5.964E-5","0.3083478","0.18939394","33","6","false","A0A0C4DGF1","75.3030303","33","0","0","0.77569089","false","0","A0A0C4DGF1","337904","0.05816681"
"135","3.11054248","9.1594E-4","0.32148733","0.07811922","74","6","false","O95231","66.45945946","74","0","0","0.78894575","false","0","O95231","4174434","0.03333515"
"137","2.77628308","0.01450862","0.36019382","0.01039169","279","6","false","P54253","30.34050179","279","0","0","0.82237169","false","0","P54253","46461988","0.00787138"
"139","3.01213628","4.821E-4","0.33199029","0.08631579","76","7","false","P78337","85.43421053","76","0","0","0.79878637","false","0","P78337","2731486","0.03319169"
"141","3.20375786","4.8105E-4","0.31213345","0.10929281","59","7","false","Q6ZRY4","50.0","59","0","0","0.77962421","false","0","Q6ZRY4","2089484","0.03901353"
"143","3.19571575","1.2992E-4","0.31291894","0.17307692","40","6","false","Q96LM6","81.7","40","0","0","0.78042843","false","0","Q96LM6","683746","0.0521899"
"145","3.00694546","0.00143491","0.3325634","0.08938826","90","6","false","Q9BQY4","62.41111111","90","0","0","0.79930545","false","0","Q9BQY4","5418482","0.02533026"
"147","3.05724521","4.0586E-4","0.32709185","0.09277389","66","6","false","Q9HBE1","89.04545455","66","0","0","0.79427548","false","0","Q9HBE1","2306348","0.03686743"
"149","3.0557099","5.7679E-4","0.3272562","0.1025641","52","6","false","Q9UQM7","71.21153846","52","0","0","0.79442901","false","0","Q9UQM7","2223718","0.0335357"
"151","3.28607984","6.569E-5","0.30431397","0.03940887","29","6","false","O14770","66.03448276","29","0","0","0.77139202","false","0","O14770","320652","0.05538228"
"153","3.22539845","1.1065E-4","0.31003921","0.12463768","46","7","false","Q5SWW7","64.7826087","46","0","0","0.77746015","false","0","Q5SWW7","606644","0.04576902"
"155","3.52193303","7.45E-6","0.28393498","0.17777778","10","7","false","Q66K41","80.0","10","0","0","0.7478067","false","0","Q66K41","45936","0.13982456"
"157","3.13920164","3.3185E-4","0.31855233","0.09568627","51","6","false","Q15915","92.50980392","51","0","0","0.78607984","false","0","Q15915","1832192","0.04758008"
"159","2.80867086","0.00369363","0.35604029","0.04281046","136","6","false","Q8TES7","74.63970588","136","0","0","0.81913291","false","0","Q8TES7","15549656","0.01907922"
"161","2.85984793","0.00374832","0.34966894","0.02845528","124","7","false","Q99816","59.68548387","124","0","0","0.81401521","false","0","Q99816","13041598","0.01744511"
"163","3.48581664","1.71E-6","0.28687682","0.28571429","8","7","false","A1A580","109.625","8","0","0","0.75141834","false","0","A1A580","13458","0.16743119"
"165","2.9305454","0.00179713","0.34123341","0.05183946","92","6","false","O14503","61.76086957","92","0","0","0.80694546","false","0","O14503","6659890","0.02138071"
"167","3.12779646","1.0259E-4","0.3197139","0.11309524","49","7","false","Q5BKX5","78.93877551","49","0","0","0.78722035","false","0","Q5BKX5","680348","0.04241912"
"169","2.88762977","0.00372844","0.34630478","0.04294297","143","6","false","Q63HR2","64.25874126","143","0","0","0.81123702","false","0","Q63HR2","15441596","0.01994173"
"171","3.05241994","5.4535E-4","0.32760892","0.05225225","75","6","false","P09234","67.30666667","75","0","0","0.79475801","false","0","P09234","2598080","0.03000149"
"173","3.16552128","4.1365E-4","0.31590374","0.01814516","32","6","false","Q13444","78.03125","32","0","0","0.78344787","false","0","Q13444","1566710","0.04714144"
"175","3.08356485","7.4785E-4","0.32429997","0.05879917","70","6","false","Q7Z3K3","55.7","70","0","0","0.79164352","false","0","Q7Z3K3","2751118","0.02744752"
"177","3.0130136","0.00114834","0.33189362","0.05370102","53","6","false","Q9H0E2","73.30188679","53","0","0","0.79869864","false","0","Q9H0E2","3740744","0.02892284"
"179","3.10089194","5.1633E-4","0.32248786","0.09234366","59","6","false","O43251","58.16949153","59","0","0","0.78991081","false","0","O43251","1925460","0.03166061"
"181","3.03056002","3.8225E-4","0.32997202","0.09494949","45","7","false","O75909","106.57777778","45","0","0","0.796944","false","0","O75909","1677572","0.04342899"
"183","3.01264805","9.939E-4","0.33193389","0.03569268","58","7","false","P14678","96.01724138","58","0","0","0.7987352","false","0","P14678","4399830","0.03631486"
"185","3.06536043","6.7909E-4","0.32622591","0.08051948","56","6","false","P17482","139.60714286","56","0","0","0.79346396","false","0","P17482","4666812","0.05512607"
"187","3.12567627","4.1271E-4","0.31993077","0.13492063","28","6","false","Q01974","105.0","28","0","0","0.78743237","false","0","Q01974","1951518","0.05523759"
"189","3.06967393","3.6975E-4","0.3257675","0.05700483","46","6","false","Q13227","104.02173913","46","0","0","0.79303261","false","0","Q13227","1911910","0.04567897"
"191","2.98662085","3.1761E-4","0.33482656","0.08687943","48","6","false","Q14119","133.27083333","48","0","0","0.80133791","false","0","Q14119","2415872","0.04572316"
"193","3.04876444","4.4916E-4","0.32800173","0.03654485","43","6","false","Q14511","88.11627907","43","0","0","0.79512356","false","0","Q14511","1900320","0.03850787"
"195","2.80954818","0.00245501","0.35592912","0.08751123","106","6","false","Q14847","100.72641509","106","0","0","0.81904518","false","0","Q14847","12279548","0.02386448"
"197","3.08787834","2.5714E-4","0.32384696","0.16802168","82","6","false","Q6PEX3","89.40243902","82","0","0","0.79121217","false","0","Q6PEX3","1758336","0.0427179"
"199","3.10966516","4.2812E-4","0.32157803","0.1147541","61","6","false","Q92567","64.63934426","61","0","0","0.78903348","false","0","Q92567","2020068","0.03367579"
"201","3.23907004","2.172E-4","0.30873059","0.12912913","37","6","false","Q96K80","61.94594595","37","0","0","0.776093","false","0","Q96K80","759234","0.04875088"
"203","3.09818687","1.3755E-4","0.32276943","0.1030303","45","6","false","Q9BTL3","111.31111111","45","0","0","0.79018131","false","0","Q9BTL3","1125412","0.05116731"
"205","3.15938003","2.8875E-4","0.3165178","0.07820513","40","6","false","Q9BZE0","73.65","40","0","0","0.784062","false","0","Q9BZE0","1176554","0.04326356"
"207","3.12998976","1.0773E-4","0.31948986","0.0978836","28","6","false","Q9NQB0","106.96428571","28","0","0","0.78700102","false","0","Q9NQB0","614370","0.06109023"
"209","3.57778915","4.4E-7","0.27950222","0.16666667","4","7","false","Q9Y4M8","244.0","4","0","0","0.74222108","false","0","Q9Y4M8","12308","0.33539945"
"211","3.27803772","7.019E-5","0.30506055","0.16190476","21","6","false","P86479","79.38095238","21","0","0","0.77219623","false","0","P86479","386558","0.06974889"
"213","2.73980114","0.00615172","0.36498999","0.01933265","171","6","false","Q13526","76.84210526","171","0","0","0.82601989","false","0","Q13526","26601482","0.0166302"
"215","2.80618511","0.00256632","0.35635568","0.03748391","112","6","false","P54646","90.99107143","112","0","0","0.81938149","false","0","P54646","12591478","0.02255884"
"217","2.84705366","0.00110858","0.35124031","0.07742478","98","6","false","Q3SY00","116.0","98","0","0","0.81529463","false","0","Q3SY00","7504088","0.02974292"
"219","2.88580202","9.5194E-4","0.34652412","0.08064919","90","6","false","Q96HB5","117.2","90","0","0","0.8114198","false","0","Q96HB5","6538982","0.03297663"
"221","3.25098699","1.7015E-4","0.30759889","0.04166667","16","7","false","Q9BUL9","110.625","16","0","0","0.7749013","false","0","Q9BUL9","715268","0.08280075"
"223","3.55848808","1.068E-5","0.28101822","0.0","6","7","false","Q6XQN6","134.16666667","6","0","0","0.74415119","false","0","Q6XQN6","56288","0.19440389"
"225","2.88156163","0.00166503","0.34703405","0.04561404","96","6","false","Q9BUZ4","80.35416667","96","0","0","0.81184384","false","0","Q9BUZ4","7009248","0.02326439"
"227","3.07040503","3.0454E-4","0.32568993","0.10569106","82","6","false","Q9BYR8","69.67073171","82","0","0","0.7929595","false","0","Q9BYR8","1967874","0.03404496"
"229","2.87622459","0.00145287","0.34767799","0.05994711","83","6","false","P31273","125.39759036","83","0","0","0.81237754","false","0","P31273","8800326","0.03368504"
"231","3.11997368","1.6239E-4","0.32051552","0.07384615","26","6","false","Q14687","117.80769231","26","0","0","0.78800263","false","0","Q14687","767264","0.06204587"
"233","3.62962421","3.3E-7","0.27551062","0.33333333","3","7","false","Q6PIY7","170.33333333","3","0","0","0.73703758","false","0","Q6PIY7","5024","0.37362637"
"235","3.19008627","4.239E-5","0.31347115","0.05","16","6","false","Q6ZVT0","225.375","16","0","0","0.78099137","false","0","Q6ZVT0","583120","0.1083815"
"237","3.35926305","5.89E-6","0.29768434","0.17857143","8","7","false","A2VCK2","259.75","8","0","0","0.76407369","false","0","A2VCK2","141880","0.19360552"
"239","2.9833309","0.00121409","0.3351958","0.03367434","69","6","false","Q9UJX2","75.04347826","69","0","0","0.80166691","false","0","Q9UJX2","4527998","0.02762564"
"241","3.01820442","8.3561E-4","0.33132282","0.04931973","49","6","false","Q13554","78.30612245","49","0","0","0.79817956","false","0","Q13554","3078458","0.03010421"
"243","3.16171955","2.7722E-4","0.31628359","0.057041","34","6","false","O00167","76.0","34","0","0","0.78382805","false","0","O00167","1211026","0.05147059"
"245","3.21516304","1.815E-4","0.31102622","0.05928854","23","7","false","Q12906","94.52173913","23","0","0","0.7784837","false","0","Q12906","644162","0.05956604"
"247","3.00592192","9.4668E-4","0.33267664","0.03554239","74","7","false","Q92574","61.0","74","0","0","0.79940781","false","0","Q92574","4201528","0.02730704"
"249","3.08210265","1.8705E-4","0.32445383","0.07189542","18","6","false","Q8TEC5","188.94444444","18","0","0","0.79178974","false","0","Q8TEC5","1229456","0.08188657"
"251","2.97368036","8.3528E-4","0.33628362","0.08087432","61","6","false","Q92734","74.86885246","61","0","0","0.80263196","false","0","Q92734","3383464","0.02771142"
"253","2.96337184","0.00222753","0.33745343","0.02246642","91","6","false","P54259","52.59340659","91","0","0","0.80366282","false","0","P54259","7764726","0.01989744"
"255","2.77613686","0.00417868","0.36021279","0.02255553","230","6","false","Q9BRK4","59.90869565","230","0","0","0.82238631","false","0","Q9BRK4","26110768","0.01482209"
"257","2.94019594","0.00124497","0.34011339","0.05480769","65","6","false","P08631","119.10769231","65","0","0","0.80598041","false","0","P08631","7020188","0.03786605"
"259","2.97360725","5.2466E-4","0.33629189","0.08348457","58","6","false","O43189","112.15517241","58","0","0","0.80263927","false","0","O43189","3056360","0.03679369"
"261","2.80516157","0.00358001","0.3564857","0.04488834","134","6","false","O43741","97.26119403","134","0","0","0.81948384","false","0","O43741","18574658","0.02384576"
"263","3.02705074","4.056E-4","0.33035456","0.05882353","68","6","false","P0CG20","96.67647059","68","0","0","0.79729493","false","0","P0CG20","2591700","0.03884059"
"265","3.04649803","5.3329E-4","0.32824574","0.04978663","38","6","false","P62328","125.36842105","38","0","0","0.7953502","false","0","P62328","2812984","0.05322559"
"267","3.08334552","1.6608E-4","0.32432304","0.04637681","46","7","false","Q14D33","132.17391304","46","0","0","0.79166545","false","0","Q14D33","1772206","0.05672744"
"269","2.91226788","6.644E-4","0.34337501","0.10477601","74","6","false","Q15742","117.01351351","74","0","0","0.80877321","false","0","Q15742","3857854","0.03629895"
"271","2.85648487","9.7699E-4","0.35008062","0.07647059","85","6","false","Q7L273","107.85882353","85","0","0","0.81435151","false","0","Q7L273","5255378","0.02913665"
"273","2.95423308","0.00128146","0.33849733","0.09573413","64","6","false","Q8NE01","148.15625","64","0","0","0.80457669","false","0","Q8NE01","8632124","0.04603881"
"275","3.17158941","8.242E-5","0.31529932","0.06666667","15","6","false","Q9BRR9","147.26666667","15","0","0","0.78284106","false","0","Q9BRR9","480102","0.08268618"
"277","2.97792075","0.00244189","0.33580477","0.02398166","107","7","false","Q15645","43.88785047","107","0","0","0.80220793","false","0","Q15645","8791176","0.01867953"
"279","3.02705074","4.142E-4","0.33035456","0.05505142","58","6","false","Q8IVS8","102.17241379","58","0","0","0.79729493","false","0","Q8IVS8","2459078","0.03957148"
"281","3.40020471","8.38E-6","0.29409994","0.17857143","8","7","false","A7E2Y1","124.75","8","0","0","0.75997953","false","0","A7E2Y1","49446","0.15970437"
"283","3.25201053","1.5441E-4","0.30750208","0.22461538","26","7","false","P33992","83.88461538","26","0","0","0.77479895","false","0","P33992","715070","0.06619881"
"285","3.02522299","8.884E-4","0.33055415","0.0829924","59","6","false","P33993","77.13559322","59","0","0","0.7974777","false","0","P33993","3604456","0.03336933"
"287","3.14643954","1.0392E-4","0.31781955","0.10795455","33","6","false","O95947","104.81818182","33","0","0","0.78535605","false","0","O95947","639314","0.0550428"
"289","3.28140079","2.6162E-4","0.3047479","0.11067194","23","7","false","P05813","87.60869565","23","0","0","0.77185992","false","0","P05813","947890","0.06489437"
"291","3.15104547","1.4756E-4","0.31735499","0.10153846","26","6","false","P23769","168.96153846","26","0","0","0.78489545","false","0","P23769","1180362","0.08293033"
"293","3.07786226","3.6077E-4","0.32490083","0.1648159","59","6","false","P27658","116.72881356","59","0","0","0.79221377","false","0","P27658","2565054","0.04807383"
"295","3.1150753","2.4165E-4","0.32101953","0.33311688","56","6","false","P59990","123.60714286","56","0","0","0.78849247","false","0","P59990","1671788","0.05354048"
"297","3.18350636","2.2395E-4","0.31411905","0.20641026","40","6","false","P60329","107.925","40","0","0","0.78164936","false","0","P60329","1152692","0.0550536"
"299","3.23680363","1.673E-5","0.30894676","0.15204678","19","6","false","Q06250","239.15789474","19","0","0","0.77631964","false","0","Q06250","522390","0.13596741"
"301","2.86979091","0.00257965","0.34845744","0.03029614","163","6","false","Q0VD86","53.83435583","163","0","0","0.81302091","false","0","Q0VD86","11911322","0.0160487"
"303","2.80625822","0.00254414","0.35634639","0.05280358","153","6","false","Q13064","77.53594771","153","0","0","0.81937418","false","0","Q13064","13062378","0.01948943"
"305","3.41204855","3.979E-5","0.29307907","0.13888889","9","7","false","Q15345","211.77777778","9","0","0","0.75879515","false","0","Q15345","250896","0.18212269"
"307","2.90269045","0.00111088","0.34450797","0.06405035","74","6","false","Q17RB8","105.06756757","74","0","0","0.80973095","false","0","Q17RB8","5218158","0.03099126"
"309","3.15879515","4.224E-5","0.3165764","0.21969697","33","7","false","Q53HV7","101.33333333","33","0","0","0.78412049","false","0","Q53HV7","336144","0.05817069"
"311","3.45474485","1.61E-6","0.28945698","0.1","5","7","false","Q5T0L3","272.6","5","0","0","0.75452552","false","0","Q5T0L3","51700","0.2679803"
"313","3.43017985","2.053E-5","0.2915299","0.04761905","7","7","false","Q6DKI2","193.14285714","7","0","0","0.75698201","false","0","Q6DKI2","138400","0.19071216"
"315","3.15462787","2.317E-5","0.3169946","0.38153846","26","6","false","Q6NSM0","203.42307692","26","0","0","0.78453721","false","0","Q6NSM0","420598","0.09768714"
"317","3.29975143","6.652E-5","0.30305313","0.26900585","19","6","false","Q6NUJ2","194.89473684","19","0","0","0.77002486","false","0","Q6NUJ2","587270","0.12669931"
"319","3.16698348","2.0168E-4","0.31575788","0.11724138","30","6","false","Q6P5X5","121.43333333","30","0","0","0.78330165","false","0","Q6P5X5","1047870","0.06483066"
"321","3.21933031","6.533E-5","0.31062361","0.19883041","19","6","false","Q6RVD6","200.89473684","19","0","0","0.77806697","false","0","Q6RVD6","695666","0.11808804"
"323","3.26743676","1.52E-5","0.3060503","0.07692308","13","7","false","Q6ZT89","209.92307692","13","0","0","0.77325632","false","0","Q6ZT89","287092","0.13534881"
"325","3.29543793","5.835E-5","0.30344981","0.16911765","17","6","false","Q7Z4W3","110.82352941","17","0","0","0.77045621","false","0","Q7Z4W3","354210","0.0865106"
"327","3.06214359","5.1546E-4","0.32656862","0.1278087","99","6","false","Q8IUC1","72.14141414","99","0","0","0.79378564","false","0","Q8IUC1","2898910","0.03291822"
"329","3.57618073","5.03E-6","0.27962793","0.0","3","7","false","Q8N1F1","258.33333333","3","0","0","0.74238193","false","0","Q8N1F1","18758","0.37133237"
"331","3.51133207","8.6E-7","0.2847922","0.16666667","4","7","false","Q8N8I6","258.5","4","0","0","0.74886679","false","0","Q8N8I6","22172","0.32575758"
"333","3.18555344","3.685E-5","0.31391719","0.12318841","24","7","false","Q8NCR6","115.25","24","0","0","0.78144466","false","0","Q8NCR6","275068","0.06808102"
"335","3.35538821","4.76E-6","0.29802811","0.3030303","12","6","false","Q8TC90","268.25","12","0","0","0.76446118","false","0","Q8TC90","206154","0.19322278"
"337","3.31832139","1.518E-5","0.30135719","0.12727273","11","7","false","Q8WWR8","190.72727273","11","0","0","0.76816786","false","0","Q8WWR8","203340","0.14524636"
"339","3.14724375","2.7837E-4","0.31773834","0.12561576","29","6","false","Q99697","103.13793103","29","0","0","0.78527563","false","0","Q99697","1090502","0.05940909"
"341","2.98588975","3.1047E-4","0.33490855","0.07377049","61","6","false","Q9H5Z6","143.55737705","61","0","0","0.80141103","false","0","Q9H5Z6","3441246","0.05022574"
"343","2.93361603","5.1927E-4","0.34087624","0.10579456","68","6","false","Q9NQL9","156.5","68","0","0","0.8066384","false","0","Q9NQL9","5291158","0.04709689"
"345","3.04313496","2.1076E-4","0.3286085","0.14761905","36","6","false","Q9NWQ4","149.08333333","36","0","0","0.7956865","false","0","Q9NWQ4","1479946","0.05448952"
"347","3.25573914","2.1527E-4","0.30714991","0.11384615","26","7","false","Q9NYG5","85.88461538","26","0","0","0.77442609","false","0","Q9NYG5","683678","0.06630888"
"349","3.21662524","1.0756E-4","0.31088483","0.10457516","18","7","false","Q9UBP5","153.27777778","18","0","0","0.77833748","false","0","Q9UBP5","624204","0.09232421"
"351","3.14373446","2.0835E-4","0.31809302","0.07692308","27","6","false","Q9UQ90","181.03703704","27","0","0","0.78562655","false","0","Q9UQ90","1797842","0.08626057"
"353","3.18533411","7.782E-5","0.31393881","0.29437229","22","6","false","Q9Y2K5","209.13636364","22","0","0","0.78146659","false","0","Q9Y2K5","922272","0.10717115"
"355","3.69520398","1.37E-6","0.27062106","0.0","5","7","false","A8MTA8","101.4","5","0","0","0.7304796","false","0","A8MTA8","6582","0.25226131"
"357","3.18145928","1.2852E-4","0.31432117","0.11664296","38","7","false","Q96M29","72.73684211","38","0","0","0.78185407","false","0","Q96M29","614444","0.04876109"
"359","3.15886826","1.5212E-4","0.31656907","0.08045977","30","6","false","O75603","114.86666667","30","0","0","0.78411317","false","0","O75603","910102","0.05769941"
"361","3.0390408","6.453E-4","0.32905119","0.05555556","72","7","false","Q9BVN2","66.31944444","72","0","0","0.79609592","false","0","Q9BVN2","2776722","0.02886294"
"363","3.03026758","3.704E-4","0.33000386","0.05263158","39","7","false","Q9Y4B4","91.0","39","0","0","0.79697324","false","0","Q9Y4B4","1660302","0.04078572"
"365","2.9667349","7.9815E-4","0.3370709","0.0563236","63","7","false","O75791","95.98412698","63","0","0","0.80332651","false","0","O75791","3852136","0.03379037"
"367","3.4464834","1.713E-4","0.29015082","0.08823529","17","7","false","Q96LI6","62.11764706","17","0","0","0.75535166","false","0","Q96LI6","721500","0.08346582"
"369","3.30201784","5.08E-5","0.30284512","0.12648221","23","7","false","Q96G42","70.39130435","23","0","0","0.76979822","false","0","Q96G42","221788","0.06952217"
"371","3.21077643","2.5494E-4","0.31145115","0.09090909","23","6","false","Q96T49","103.60869565","23","0","0","0.77892236","false","0","Q96T49","1042834","0.07144146"
"373","3.32811815","5.026E-5","0.3004701","0.17948718","13","7","false","O15534","97.46153846","13","0","0","0.76718819","false","0","O15534","212962","0.09736903"
"375","2.92469659","0.00693061","0.34191581","0.00707419","149","6","false","Q01844","30.40939597","149","0","0","0.80753034","false","0","Q01844","19104398","0.01113888"
"377","2.81320368","0.00535032","0.35546662","0.02356376","139","6","false","P84022","49.05755396","139","0","0","0.81867963","false","0","P84022","16524680","0.01274286"
"379","3.44641029","4.92E-6","0.29015698","0.0","4","6","false","O00241","252.25","4","0","0","0.75535897","false","0","O00241","42354","0.27250542"
"381","2.8784179","0.00170369","0.34741307","0.05318352","90","6","false","O14641","82.16666667","90","0","0","0.81215821","false","0","O14641","7329416","0.02431729"
"383","3.01608422","0.00181404","0.33155573","0.02932099","81","7","false","Q15637","43.92592593","81","0","0","0.79839158","false","0","Q15637","5427794","0.01957648"
"385","3.09862553","1.5955E-4","0.32272373","0.0960961","37","6","false","Q92530","92.40540541","37","0","0","0.79013745","false","0","Q92530","798408","0.04646036"
"387","3.16537505","5.757E-5","0.31591833","0.06842105","20","6","false","Q96D16","190.7","20","0","0","0.78346249","false","0","Q96D16","823424","0.09849974"
"389","3.14314958","9.5323E-4","0.31815221","0.00832562","47","6","false","P01116","44.04255319","47","0","0","0.78568504","false","0","P01116","2928120","0.02835023"
"391","3.42645124","1.319E-5","0.29184714","0.0","6","7","false","P50479","129.0","6","0","0","0.75735488","false","0","P50479","48092","0.18417266"
"393","3.39837696","1.9248E-4","0.29425812","0.02857143","15","7","false","O94955","76.8","15","0","0","0.7601623","false","0","O94955","948362","0.09001972"
"395","2.99013014","4.2471E-4","0.3344336","0.05813953","44","6","false","Q13131","116.20454545","44","0","0","0.80098699","false","0","Q13131","2346360","0.0419296"
"397","3.2952186","4.926E-5","0.30347","0.18095238","15","6","false","Q14995","148.86666667","15","0","0","0.77047814","false","0","Q14995","256852","0.11038576"
"399","2.88806843","0.00208432","0.34625218","0.05455251","102","6","false","Q9Y5V3","70.82352941","102","0","0","0.81119316","false","0","Q9Y5V3","8088240","0.02059623"
"401","3.62618804","1.122E-5","0.27577169","0.28571429","7","7","false","O14531","72.14285714","7","0","0","0.7373812","false","0","O14531","33892","0.16289593"
"403","3.38236584","9.73E-6","0.29565105","0.21794872","13","7","false","Q3SYF9","106.92307692","13","0","0","0.76176342","false","0","Q3SYF9","86564","0.11845472"
"405","3.41702003","1.117E-5","0.29265266","0.0","9","6","false","Q99958","142.44444444","9","0","0","0.758298","false","0","Q99958","75178","0.15031291"
"407","3.28549496","1.56E-4","0.30436814","0.06593407","14","7","false","Q9NPC6","103.71428571","14","0","0","0.7714505","false","0","Q9NPC6","513060","0.0842461"
"409","3.43295803","2.19E-6","0.29129398","0.19444444","9","7","false","Q9Y4X0","130.44444444","9","0","0","0.7567042","false","0","Q9Y4X0","22956","0.15944989"
"411","2.96892821","4.5662E-4","0.33682189","0.12343358","57","6","false","Q6PF18","116.43859649","57","0","0","0.80310718","false","0","Q6PF18","2490376","0.03968311"
"413","3.58239509","4.3E-7","0.27914286","0.33333333","4","7","false","Q8N4T4","131.5","4","0","0","0.74176049","false","0","Q8N4T4","5626","0.28347732"
"415","3.4905688","2.601E-5","0.28648626","0.06666667","10","7","false","Q9H1P6","96.1","10","0","0","0.75094312","false","0","Q9H1P6","102960","0.14484848"
"417","3.19235268","2.7278E-4","0.3132486","0.05847953","19","7","false","Q9NQ87","121.68421053","19","0","0","0.78076473","false","0","Q9NQ87","1036466","0.06861753"
"419","3.33974265","2.4097E-4","0.29942427","0.11111111","9","7","false","Q9NTN9","134.88888889","9","0","0","0.76602573","false","0","Q9NTN9","622866","0.12279098"
