"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2764","3.65908759","2.0E-8","0.27329217","0.66666667","3","7","false","Q8IVL6","204.0","3","0","0","0.73409124","false","0","Q8IVL6","1106","0.42061856"
"2766","3.98157625","0.0","0.25115681","0.0","1","7","false","Q9H7T3","138.0","1","0","0","0.70184237","false","0","Q9H7T3","0","0.0"
"2768","3.75873666","3.66E-6","0.26604684","0.0","5","7","false","Q8NC26","51.0","5","0","0","0.72412633","false","0","Q8NC26","14138","0.20408163"
"2777","3.20339231","1.9975E-4","0.31216907","0.03896104","22","7","false","Q6NX45","146.68181818","22","0","0","0.77966077","false","0","Q6NX45","1274476","0.08440059"
"2780","3.08963299","6.7927E-4","0.32366304","0.02317291","34","6","false","P41227","95.64705882","34","0","0","0.7910367","false","0","P41227","2481866","0.04357149"
"2786","3.26443925","3.279E-5","0.30633133","0.09356725","19","7","false","O43296","168.10526316","19","0","0","0.77355608","false","0","O43296","453708","0.11178513"
"2788","3.52295657","4.59E-6","0.28385249","0.14285714","7","7","false","Q12901","222.0","7","0","0","0.74770434","false","0","Q12901","135916","0.25510204"
"2794","3.56492177","2.673E-5","0.28051106","0.0","6","6","false","Q96JC4","146.16666667","6","0","0","0.74350782","false","0","Q96JC4","126518","0.19913123"
"2797","3.20814447","1.6972E-4","0.31170666","0.10671937","23","7","false","P49759","81.43478261","23","0","0","0.77918555","false","0","P49759","693644","0.0577238"
"2799","3.11551396","4.1789E-4","0.32097433","0.04927536","46","7","false","Q8TAD8","54.06521739","46","0","0","0.7884486","false","0","Q8TAD8","1513728","0.03236686"
"2801","3.47792075","4.498E-5","0.28752812","0.12727273","11","7","false","Q9HAZ1","137.45454545","11","0","0","0.75220793","false","0","Q9HAZ1","259940","0.1597539"
"2803","3.0152069","1.8318E-4","0.3316522","0.09795918","50","6","false","Q9HAQ2","116.3","50","0","0","0.79847931","false","0","Q9HAQ2","1590694","0.04758903"
"2822","3.43661354","1.417E-5","0.29098413","0.0","5","6","false","Q9NR11","123.8","5","0","0","0.75633865","false","0","Q9NR11","67616","0.20743243"
"2824","3.30764732","1.9071E-4","0.30232969","0.05","16","7","false","Q9UGY1","96.6875","16","0","0","0.76923527","false","0","Q9UGY1","716170","0.08160017"
"2828","3.12969732","4.7459E-4","0.31951972","0.04356061","33","7","false","Q96MU7","76.24242424","33","0","0","0.78703027","false","0","Q96MU7","1670180","0.04527352"
"2831","3.10454745","2.7155E-4","0.32210814","0.01","25","6","false","Q96AQ6","91.12","25","0","0","0.78954526","false","0","Q96AQ6","1086952","0.04997788"
"2833","3.94816494","1.9E-7","0.25328223","0.0","2","7","false","Q9BX79","81.5","2","0","0","0.70518351","false","0","Q9BX79","1598","0.52960526"
"2835","3.63854365","2.5E-6","0.27483524","0.0","4","7","false","Q14929","174.25","4","0","0","0.73614564","false","0","Q14929","46304","0.30555556"
"2837","3.84317883","4.45E-6","0.26020127","0.0","5","7","false","O96004","46.2","5","0","0","0.71568212","false","0","O96004","12274","0.21121495"
"2839","3.82153824","1.8E-7","0.26167473","0.3","5","7","false","P07438","83.0","5","0","0","0.71784618","false","0","P07438","2684","0.27326733"
"2842","4.05995029","1.37E-6","0.24630843","0.0","2","8","false","Q8IYB9","51.5","2","0","0","0.69400497","false","0","Q8IYB9","2732","0.5"
"2844","3.76941073","9.1E-7","0.26529346","0.0","3","7","false","Q08ER8","145.33333333","3","0","0","0.72305893","false","0","Q08ER8","12182","0.37882765"
"2846","3.73073549","1.99E-6","0.26804366","0.0","3","7","false","Q9UK13","159.33333333","3","0","0","0.72692645","false","0","Q9UK13","12760","0.35500747"
"2848","3.44772628","2.873E-5","0.29004623","0.07142857","8","7","false","Q8ND82","117.625","8","0","0","0.75522737","false","0","Q8ND82","114240","0.13650932"
"2852","3.63876298","3.387E-5","0.27481867","0.1","5","7","false","Q8IYX0","178.4","5","0","0","0.7361237","false","0","Q8IYX0","88632","0.2752322"
"2854","3.66683726","7.6E-7","0.27271458","0.0","3","7","false","Q15053","246.0","3","0","0","0.73331627","false","0","Q15053","22862","0.41315346"
"2856","3.60454745","6.46E-6","0.27742734","0.0","6","7","false","Q16600","127.33333333","6","0","0","0.73954526","false","0","Q16600","40532","0.20950802"
"2858","3.78191256","2.6E-7","0.26441648","0.33333333","3","7","false","Q499Z4","172.66666667","3","0","0","0.72180874","false","0","Q499Z4","5264","0.39799846"
"2860","4.30457669","0.0","0.23231088","0.0","1","8","false","Q68DI1","73.0","1","0","0","0.66954233","false","0","Q68DI1","0","0.0"
"2862","3.57866647","3.436E-5","0.2794337","0.0","3","7","false","Q7Z2W4","288.33333333","3","0","0","0.74213335","false","0","Q7Z2W4","179676","0.34660233"
"2864","3.98435444","3.0E-6","0.25098169","0.0","2","8","false","Q8TA94","60.5","2","0","0","0.70156456","false","0","Q8TA94","4396","0.5"
"2866","3.76231905","3.27E-6","0.26579351","0.0","3","7","false","Q8TF45","129.0","3","0","0","0.72376809","false","0","Q8TF45","12986","0.37317784"
"2868","3.59972218","8.57E-5","0.27779922","0.0","6","7","false","Q96ES6","101.5","6","0","0","0.74002778","false","0","Q96ES6","278200","0.17600701"
"2870","4.30457669","0.0","0.23231088","0.0","1","8","false","Q9UBU2","73.0","1","0","0","0.66954233","false","0","Q9UBU2","0","0.0"
"2884","3.06141249","5.0993E-4","0.32664661","0.07293869","44","6","false","Q9NZ81","86.59090909","44","0","0","0.79385875","false","0","Q9NZ81","1880546","0.04045369"
"2889","3.54276941","3.0721E-4","0.28226505","0.14285714","8","6","false","P22301","121.75","8","0","0","0.74572306","false","0","P22301","1297714","0.17778592"
"2920","2.96293318","6.6311E-4","0.33750339","0.025","65","6","false","P26196","117.96923077","65","0","0","0.80370668","false","0","P26196","4683952","0.03825634"
"2935","3.04664425","7.1661E-4","0.32822999","0.07649123","76","6","false","Q99932","62.86842105","76","0","0","0.79533558","false","0","Q99932","2957408","0.02920097"
"2945","3.10264659","2.4394E-4","0.32230548","0.09639954","42","6","false","O60573","137.5","42","0","0","0.78973534","false","0","O60573","1914240","0.06203375"
"2948","3.1013306","2.0623E-4","0.32244224","0.04924242","33","6","false","Q0D2H9","100.12121212","33","0","0","0.78986694","false","0","Q0D2H9","1025778","0.04979435"
"2957","3.08385729","3.4098E-4","0.32426922","0.07122507","27","6","false","O43602","174.51851852","27","0","0","0.79161427","false","0","O43602","2147836","0.0736203"
"2959","3.05088463","5.6927E-4","0.32777378","0.01256039","46","6","false","O76064","69.56521739","46","0","0","0.79491154","false","0","O76064","2184288","0.03275321"
"2967","3.02222547","2.6457E-4","0.330882","0.10815603","48","6","false","Q7Z3I7","155.45833333","48","0","0","0.79777745","false","0","Q7Z3I7","2667404","0.05553074"
"2994","3.69403422","2.09E-6","0.27070675","0.0","3","7","false","A4D1S5","156.33333333","3","0","0","0.73059658","false","0","A4D1S5","9110","0.34365782"
"2996","2.97441146","0.00234727","0.33620096","0.03426791","108","6","false","O43463","49.74074074","108","0","0","0.80255885","false","0","O43463","8431810","0.01855665"
"2998","3.57047814","6.379E-5","0.28007453","0.04444444","10","7","false","O75783","74.0","10","0","0","0.74295219","false","0","O75783","218422","0.11709265"
"3007","3.27708729","8.486E-5","0.30514903","0.14102564","13","6","false","P17041","196.92307692","13","0","0","0.77229127","false","0","P17041","646446","0.12787148"
"3009","3.06170493","2.3827E-4","0.32661541","0.1402439","41","6","false","P49910","118.92682927","41","0","0","0.79382951","false","0","P49910","1361688","0.05359696"
"3017","3.4406346","2.029E-5","0.29064406","0.14285714","7","6","false","Q8N0Y2","185.0","7","0","0","0.75593654","false","0","Q8N0Y2","162664","0.19301388"
"3024","3.25698201","1.928E-5","0.30703271","0.16911765","17","6","false","Q96C55","183.47058824","17","0","0","0.7743018","false","0","Q96C55","343994","0.11398888"
"3034","2.87081445","0.0018395","0.34833321","0.03729124","94","6","false","Q9HC98","99.31914894","94","0","0","0.81291856","false","0","Q9HC98","8735864","0.02690048"
"3038","3.14271092","1.8494E-4","0.31819662","0.08095238","21","6","false","Q9P127","134.38095238","21","0","0","0.78572891","false","0","Q9P127","946266","0.07342247"
"3040","3.45986255","3.899E-5","0.28902882","0.13333333","6","6","false","Q14982","224.16666667","6","0","0","0.75401374","false","0","Q14982","229464","0.22592593"
"3159","3.50826144","2.07E-6","0.28504147","0.19444444","9","7","false","Q8WW18","117.66666667","9","0","0","0.74917386","false","0","Q8WW18","18836","0.16387337"
"3161","3.53209534","3.245E-5","0.28311807","0.03571429","8","6","false","Q9BWW8","108.375","8","0","0","0.74679047","false","0","Q9BWW8","129390","0.1509467"
"3163","3.09650534","3.9615E-4","0.3229447","0.06521739","24","6","false","P55198","121.04166667","24","0","0","0.79034947","false","0","P55198","1365366","0.05840594"
"3165","3.10476678","1.4434E-4","0.32208538","0.08858859","37","6","false","Q8WTP8","118.37837838","37","0","0","0.78952332","false","0","Q8WTP8","1043796","0.06087695"
"3169","3.3371838","1.92E-6","0.29965386","0.26666667","6","6","false","Q8IV13","238.66666667","6","0","0","0.76628162","false","0","Q8IV13","50046","0.21124889"
"3171","3.26926451","2.5129E-4","0.3058792","0.14285714","22","6","false","O43309","101.59090909","22","0","0","0.77307355","false","0","O43309","968170","0.06892292"
"3174","3.12319052","5.322E-4","0.3201854","0.05176471","51","6","false","Q9Y2T1","73.54901961","51","0","0","0.78768095","false","0","Q9Y2T1","2537442","0.04124713"
"3176","3.72773797","1.886E-5","0.2682592","0.06666667","6","7","false","P09758","74.0","6","0","0","0.7272262","false","0","P09758","62294","0.18062397"
"3179","3.29331774","8.197E-5","0.30364516","0.13536585","41","6","false","Q9BYP8","60.7804878","41","0","0","0.77066823","false","0","Q9BYP8","713556","0.05866396"
"3183","3.41906712","9.378E-5","0.29247744","0.0","16","7","false","Q969V5","89.75","16","0","0","0.75809329","false","0","Q969V5","446410","0.11163522"
"3185","3.13971341","2.0424E-4","0.31850041","0.0242915","39","6","false","Q02548","61.35897436","39","0","0","0.78602866","false","0","Q02548","1041494","0.03797367"
"3187","3.64351513","7.48E-6","0.27446023","0.0","4","7","false","Q9UII5","133.75","4","0","0","0.73564849","false","0","Q9UII5","24444","0.26235178"
"3189","3.29477994","2.9404E-4","0.30351041","0.03508772","19","6","false","Q9H270","71.15789474","19","0","0","0.77052201","false","0","Q9H270","868942","0.06587531"
"3193","3.15864893","8.5038E-4","0.31659106","0.02068966","30","6","false","P04899","104.3","30","0","0","0.78413511","false","0","P04899","3526292","0.05518893"
"3198","3.58743968","2.3E-7","0.27875033","0.7","5","6","false","Q9H1Q7","281.2","5","0","0","0.74125603","false","0","Q9H1Q7","4626","0.39001387"
"3200","3.27050738","4.252E-5","0.30576295","0.05454545","11","6","false","Q6P2C6","168.09090909","11","0","0","0.77294926","false","0","Q6P2C6","304264","0.11439756"
"3202","3.53384998","2.25E-6","0.28297749","0.1","5","7","false","O15232","221.8","5","0","0","0.746615","false","0","O15232","43992","0.27964602"
"3204","3.40758883","1.823E-5","0.29346264","0.06666667","10","7","false","Q2NKX9","115.8","10","0","0","0.75924112","false","0","Q2NKX9","102476","0.12911534"
"3206","3.24703904","4.389E-5","0.30797289","0.04093567","19","6","false","Q9UFG5","85.36842105","19","0","0","0.7752961","false","0","Q9UFG5","239012","0.06704607"
"3208","3.06389823","2.1155E-4","0.3263816","0.03225806","32","6","false","Q9H0W8","155.25","32","0","0","0.79361018","false","0","Q9H0W8","1877212","0.06521281"
"3210","3.28315543","6.147E-5","0.30458503","0.03267974","18","6","false","Q9BZL1","85.77777778","18","0","0","0.77168446","false","0","Q9BZL1","293930","0.0728691"
"3212","3.38726422","1.3861E-4","0.2952235","0.0","7","7","false","Q9UIJ7","166.57142857","7","0","0","0.76127358","false","0","Q9UIJ7","391978","0.15316506"
"3214","3.56616464","7.807E-5","0.2804133","0.13333333","10","7","false","Q9NUY8","114.6","10","0","0","0.74338354","false","0","Q9NUY8","410520","0.16740088"
"3218","3.33754935","4.69E-6","0.29962104","0.46969697","12","7","false","Q9BYR0","193.41666667","12","0","0","0.76624507","false","0","Q9BYR0","77906","0.1432716"
"3220","3.21589414","5.964E-5","0.31095551","0.11666667","16","6","false","P17027","164.3125","16","0","0","0.77841059","false","0","P17027","418528","0.09414466"
"3222","3.27818395","1.8349E-4","0.30504695","0.05147059","17","6","false","Q9Y5L0","104.70588235","17","0","0","0.77218161","false","0","Q9Y5L0","540164","0.07300383"
"3224","3.30121363","4.3095E-4","0.3029189","0.00833333","16","6","false","Q14061","84.5625","16","0","0","0.76987864","false","0","Q14061","1551638","0.08799947"
"3226","3.572379","5.094E-5","0.27992551","0.03571429","8","6","false","Q9NV12","104.75","8","0","0","0.7427621","false","0","Q9NV12","270020","0.14305365"
"3228","3.6331335","5.0E-8","0.2752445","0.0","2","7","false","O60243","360.5","2","0","0","0.73668665","false","0","O60243","4188","0.59031199"
"3231","3.13488814","1.417E-4","0.31899065","0.08333333","25","6","false","Q9NR46","109.92","25","0","0","0.78651119","false","0","Q9NR46","628444","0.05898925"
"3233","3.37293464","5.944E-5","0.29647773","0.16666667","12","6","false","P62857","187.08333333","12","0","0","0.76270654","false","0","P62857","404964","0.15838993"
"3236","3.37724814","3.738E-5","0.29609906","0.08333333","9","6","false","O75427","219.11111111","9","0","0","0.76227519","false","0","O75427","306740","0.1906147"
"3238","3.54211142","3.7E-7","0.28231749","0.0","4","7","false","Q86VD7","320.5","4","0","0","0.74578886","false","0","Q86VD7","28218","0.37676887"
"3240","3.30691622","2.042E-5","0.30239653","0.1025641","13","6","false","Q9UM22","171.53846154","13","0","0","0.76930838","false","0","Q9UM22","194670","0.12946584"
"3243","3.55600234","2.63E-6","0.28121466","0.33333333","6","7","false","Q5XG85","250.83333333","6","0","0","0.74439977","false","0","Q5XG85","88792","0.30660955"
"3245","3.24294487","1.877E-5","0.3083617","0.1969697","12","6","false","Q5TEC3","269.33333333","12","0","0","0.77570551","false","0","Q5TEC3","405518","0.15133183"
"3247","3.45262465","1.865E-5","0.28963473","0.14545455","11","6","false","Q9P2Z0","147.90909091","11","0","0","0.75473753","false","0","Q9P2Z0","164738","0.16595004"
"3250","3.38083053","2.306E-5","0.29578531","0.17777778","10","7","false","Q6ZN18","155.8","10","0","0","0.76191695","false","0","Q6ZN18","145242","0.13448574"
"3254","3.28980845","3.0821E-4","0.30396907","0.11052632","20","6","false","P20336","61.9","20","0","0","0.77101915","false","0","P20336","880430","0.06031434"
"3256","3.43332359","1.237E-5","0.29126296","0.14285714","7","7","false","P58317","124.28571429","7","0","0","0.75666764","false","0","P58317","60880","0.16127232"
"3258","3.50036555","2.797E-5","0.28568445","0.6","5","7","false","P09923","297.2","5","0","0","0.74996344","false","0","P09923","158864","0.33635334"
"3260","3.37593215","5.2343E-4","0.29621448","0.06593407","14","6","false","P31785","117.64285714","14","0","0","0.76240678","false","0","P31785","2173100","0.10261217"
"3264","3.62077789","9.74E-6","0.27618375","0.0","4","7","false","Q9HD43","136.5","4","0","0","0.73792221","false","0","Q9HD43","42358","0.25327103"
"3267","3.14227226","3.718E-5","0.31824104","0.14102564","13","6","false","Q96PC2","226.76923077","13","0","0","0.78577277","false","0","Q96PC2","314872","0.11155741"
"3269","3.3958181","1.367E-5","0.29447985","0.14285714","8","6","false","Q99853","262.625","8","0","0","0.76041819","false","0","Q99853","119316","0.23700271"
"3271","3.47667788","4.63E-6","0.2876309","0.17857143","8","6","false","P28069","100.125","8","0","0","0.75233221","false","0","P28069","27112","0.14932635"
"3273","3.36825559","2.886E-5","0.29688958","0.07575758","12","6","false","Q9BZE9","167.0","12","0","0","0.76317444","false","0","Q9BZE9","210296","0.14552348"
"3275","3.33506361","1.036E-5","0.29984436","0.15555556","10","6","false","Q9H1D0","245.9","10","0","0","0.76649364","false","0","Q9H1D0","225952","0.19075369"
"3277","3.56506799","1.803E-5","0.28049956","0.06666667","6","7","false","Q6IB77","151.0","6","0","0","0.7434932","false","0","Q6IB77","78752","0.2250499"
"3279","3.55417459","1.428E-5","0.28135928","0.27272727","11","6","false","Q969P0","158.54545455","11","0","0","0.74458254","false","0","Q969P0","107420","0.21417148"
"3282","3.70002924","4.41E-6","0.27026813","0.0","2","7","false","Q6P9B9","220.0","2","0","0","0.72999708","false","0","Q6P9B9","18104","0.50114416"
"3284","3.33060389","8.452E-5","0.30024585","0.04761905","7","6","false","Q13308","279.57142857","7","0","0","0.76693961","false","0","Q13308","651408","0.19665525"
"3286","3.44545986","2.961E-5","0.29023702","0.13888889","9","7","false","Q9NXC2","220.66666667","9","0","0","0.75545401","false","0","Q9NXC2","246382","0.19957729"
"3288","3.4710484","1.4977E-4","0.28809739","0.06666667","10","7","false","Q9GZP9","134.5","10","0","0","0.75289516","false","0","Q9GZP9","611038","0.14143763"
"3291","3.42813277","1.071E-5","0.29170399","0.33333333","3","7","false","Q9H0C2","418.66666667","3","0","0","0.75718672","false","0","Q9H0C2","102364","0.36890065"
"3293","3.47587367","1.84E-5","0.28769745","0.0","9","7","false","Q9H6Z4","76.0","9","0","0","0.75241263","false","0","Q9H6Z4","58950","0.11904762"
"3295","3.76019886","1.3593E-4","0.26594338","0.0","3","7","false","Q86YW7","136.66666667","3","0","0","0.72398011","false","0","Q86YW7","536484","0.33415435"
"3298","3.57077058","6.3E-7","0.2800516","0.38095238","7","7","false","Q9BR84","207.42857143","7","0","0","0.74292294","false","0","Q9BR84","30428","0.26712077"
"3300","3.57830092","1.97E-6","0.27946224","0.4","6","7","false","Q96I27","255.33333333","6","0","0","0.74216991","false","0","Q96I27","38742","0.32360406"
"3302","3.63591168","5.0E-8","0.27503418","0.7","5","7","false","Q86UN2","296.6","5","0","0","0.73640883","false","0","Q86UN2","1926","0.43362573"
"3305","3.46929376","3.076E-5","0.2882431","0.28888889","10","7","false","Q15274","204.5","10","0","0","0.75307062","false","0","Q15274","152888","0.20148075"
"3307","3.66595994","0.0","0.27277985","1.0","3","7","false","Q86TG1","310.0","3","0","0","0.73340401","false","0","Q86TG1","0","0.52188552"
"3309","3.51864308","5.06E-6","0.28420047","0.0","3","7","false","Q8NHQ9","274.66666667","3","0","0","0.74813569","false","0","Q8NHQ9","54424","0.35495028"
"3311","3.62874689","6.01E-6","0.27557723","0.0","2","6","false","Q8WXH2","261.5","2","0","0","0.73712531","false","0","Q8WXH2","32368","0.50096154"
"3313","3.72232783","0.0","0.26864909","1.0","2","7","false","Q92537","285.5","2","0","0","0.72776722","false","0","Q92537","0","0.61796537"
"3315","3.40839304","1.2725E-4","0.29339339","0.26666667","10","6","false","Q96S52","246.5","10","0","0","0.7591607","false","0","Q96S52","1246410","0.19814815"
"3317","3.63430326","1.748E-5","0.2751559","0.1","5","7","false","Q9BXU8","160.4","5","0","0","0.73656967","false","0","Q9BXU8","66636","0.27223169"
"3319","3.69988302","0.0","0.27027882","1.0","2","7","false","Q9UGT4","258.0","2","0","0","0.7300117","false","0","Q9UGT4","0","0.54661017"
"3321","3.64512356","6.0E-8","0.27433912","0.0","2","7","false","Q9UHI8","373.0","2","0","0","0.73548764","false","0","Q9UHI8","5784","0.6"
"3323","3.33330896","2.792E-5","0.30000219","0.11111111","10","6","false","Q86T65","225.8","10","0","0","0.7666691","false","0","Q86T65","302316","0.17153729"
"3327","3.5607545","6.3E-7","0.28083936","0.61904762","7","7","false","Q8NHX4","257.42857143","7","0","0","0.74392455","false","0","Q8NHX4","40566","0.30998279"
"3331","2.84683433","8.5933E-4","0.35126737","0.1274157","123","6","false","Q9H257","100.91056911","123","0","0","0.81531657","false","0","Q9H257","5563990","0.02635693"
"3345","3.50168153","2.7E-7","0.28557708","0.33333333","4","7","false","A1L3X4","267.25","4","0","0","0.74983185","false","0","A1L3X4","3372","0.30724971"
"3359","3.25785934","3.162E-5","0.30695002","0.07692308","14","6","false","Q96NU1","168.14285714","14","0","0","0.77421407","false","0","Q96NU1","326780","0.11136407"
"3383","3.34756543","6.468E-5","0.29872456","0.0989011","14","6","false","P52179","122.14285714","14","0","0","0.76524346","false","0","P52179","306126","0.10605495"
"3386","3.18072818","3.7316E-4","0.31439342","0.21343874","23","6","false","Q8N5G2","126.91304348","23","0","0","0.78192718","false","0","Q8N5G2","1833014","0.06604522"
"3388","3.32746015","3.099E-4","0.30052952","0.17753623","24","6","false","Q92504","90.5","24","0","0","0.76725398","false","0","Q92504","1656640","0.07447615"
"3390","3.37066823","1.2733E-4","0.29667708","0.06593407","14","6","false","Q9NV56","113.0","14","0","0","0.76293318","false","0","Q9NV56","498470","0.10205932"
"3394","3.58663547","4.7E-7","0.27881283","0.0","4","7","false","Q6PF04","215.75","4","0","0","0.74133645","false","0","Q6PF04","19252","0.31534508"
"3496","3.20975289","1.0656E-4","0.31155046","0.03162055","23","6","false","Q96EP0","78.69565217","23","0","0","0.77902471","false","0","Q96EP0","459800","0.05740664"
"3503","3.20821758","2.1248E-4","0.31169956","0.12250712","27","6","false","P54619","93.81481481","27","0","0","0.77917824","false","0","P54619","746370","0.06129933"
"3506","3.22707998","4.7153E-4","0.30987766","0.02252252","37","7","false","P57678","44.18918919","37","0","0","0.777292","false","0","P57678","1679464","0.04116581"
"3511","3.03012136","0.00222744","0.33001978","0.01028433","58","6","false","Q96PM5","51.39655172","58","0","0","0.79698786","false","0","Q96PM5","6021838","0.02490045"
"3513","3.3878491","6.536E-5","0.29517253","0.05555556","9","7","false","P63313","119.0","9","0","0","0.76121509","false","0","P63313","290688","0.1390193"
"3515","3.20763269","4.6224E-4","0.31175639","0.01424501","27","7","false","Q8N6T3","61.48148148","27","0","0","0.77923673","false","0","Q8N6T3","1443536","0.04855375"
"3517","3.82321977","1.613E-5","0.26155964","0.04761905","7","7","false","Q8WZ59","40.57142857","7","0","0","0.71767802","false","0","Q8WZ59","70294","0.19070403"
"3519","3.40261734","2.245E-5","0.29389141","0.10714286","8","7","false","Q8IWP9","128.0","8","0","0","0.75973827","false","0","Q8IWP9","106874","0.15379976"
"3601","3.04086855","2.1749E-4","0.32885341","0.03598485","33","6","false","Q8TBZ8","185.24242424","33","0","0","0.79591315","false","0","Q8TBZ8","2456090","0.06891058"
"3611","2.99188478","5.421E-4","0.33423747","0.10048077","65","6","false","Q8N5A5","111.58461538","65","0","0","0.80081152","false","0","Q8N5A5","3108928","0.04190862"
"3615","3.62421407","8.276E-5","0.27592189","0.04444444","10","7","false","A0PK00","98.2","10","0","0","0.73757859","false","0","A0PK00","445102","0.14130435"
"3617","2.85304869","0.00157587","0.35050226","0.05479452","74","6","false","P00540","130.5","74","0","0","0.81469513","false","0","P00540","9808584","0.03405024"
"3619","3.06733441","3.3832E-4","0.32601597","0.05576923","65","7","false","Q8IYE0","100.67692308","65","0","0","0.79326656","false","0","Q8IYE0","2681932","0.04232228"
"3624","3.00950431","2.5514E-4","0.33228063","0.07057823","49","6","false","Q07002","144.02040816","49","0","0","0.79904957","false","0","Q07002","2543656","0.05381861"
"3627","3.31634742","7.719E-5","0.30153656","0.08088235","17","7","false","Q16670","139.64705882","17","0","0","0.76836526","false","0","Q16670","511782","0.11617402"
"3634","3.14431934","1.7809E-4","0.31803385","0.01994302","27","6","false","Q9UGP5","146.22222222","27","0","0","0.78556807","false","0","Q9UGP5","1539478","0.0734942"
"3636","3.49502851","3.85E-6","0.2861207","0.04761905","7","7","false","Q9UIE0","165.71428571","7","0","0","0.75049715","false","0","Q9UIE0","80878","0.19689737"
"3641","2.80399181","0.01497664","0.35663442","0.00479658","262","6","false","P04792","26.28625954","262","0","0","0.81960082","false","0","P04792","46406212","0.00738074"
"3643","3.01177073","0.00233834","0.33203059","0.01885831","109","6","false","Q8IVD9","33.44954128","109","0","0","0.79882293","false","0","Q8IVD9","8564536","0.01567894"
"3645","3.21830677","1.1137E-4","0.3107224","0.05128205","13","6","false","O00506","170.46153846","13","0","0","0.77816932","false","0","O00506","571048","0.10487353"
"3648","3.29419506","2.482E-5","0.30356429","0.14102564","13","7","false","P17021","162.23076923","13","0","0","0.77058049","false","0","P17021","226632","0.12413793"
"3651","3.0976751","2.5077E-4","0.32282275","0.05691057","42","6","false","Q15561","129.76190476","42","0","0","0.79023249","false","0","Q15561","1781670","0.05740248"
"3654","3.22415558","1.4755E-4","0.31015873","0.09150327","18","7","false","Q6X4W1","136.27777778","18","0","0","0.77758444","false","0","Q6X4W1","570414","0.09301088"
"3672","3.23716918","5.928E-5","0.30891187","0.06666667","10","6","false","Q12905","201.6","10","0","0","0.77628308","false","0","Q12905","323726","0.12753807"
"3674","2.91197544","0.00180885","0.34340949","0.03360132","99","6","false","O75928","58.54545455","99","0","0","0.80880246","false","0","O75928","6867878","0.01962744"
"3676","3.7879807","4.98E-6","0.2639929","0.0","3","7","false","Q7Z5H3","72.0","3","0","0","0.72120193","false","0","Q7Z5H3","8376","0.33490566"
"3678","3.00811522","0.0028076","0.33243407","0.01851852","81","6","false","Q92905","38.37037037","81","0","0","0.79918848","false","0","Q92905","7270438","0.01743119"
"3680","3.76436614","6.67E-6","0.26564897","0.0","4","7","false","P82980","48.25","4","0","0","0.72356339","false","0","P82980","17798","0.2526738"
"3682","3.28337476","5.527E-5","0.30456468","0.21212121","12","6","false","P40306","117.91666667","12","0","0","0.77166252","false","0","P40306","229978","0.09390795"
"3684","3.25464249","1.2832E-4","0.30725341","0.06666667","16","6","false","Q9BS34","147.75","16","0","0","0.77453575","false","0","Q9BS34","641818","0.10071819"
"3686","3.20426963","4.444E-5","0.3120836","0.08088235","17","6","false","Q96GY3","194.70588235","17","0","0","0.77957304","false","0","Q96GY3","582636","0.10488556"
"3688","3.73256324","2.431E-5","0.26791241","0.19047619","7","7","false","Q8IUR0","42.28571429","7","0","0","0.72674368","false","0","Q8IUR0","75428","0.15976009"
"3690","3.40817371","1.1597E-4","0.29341227","0.06410256","13","7","false","P36507","67.0","13","0","0","0.75918263","false","0","P36507","300112","0.08686483"
"3692","3.68672321","3.19E-6","0.27124358","0.0","2","8","false","Q8WV37","172.5","2","0","0","0.73132768","false","0","Q8WV37","13136","0.50441176"
"3694","3.209826","5.769E-5","0.31154337","0.16483516","14","6","false","Q6IQ23","144.71428571","14","0","0","0.7790174","false","0","Q6IQ23","333398","0.09409027"
"3696","3.476093","1.414E-5","0.2876793","0.05454545","11","7","false","Q9NV31","83.18181818","11","0","0","0.7523907","false","0","Q9NV31","85576","0.11417075"
"3701","3.10981138","8.5917E-4","0.32156291","0.05442177","49","6","false","P10276","48.12244898","49","0","0","0.78901886","false","0","P10276","2542184","0.02910306"
"3703","3.32614417","2.156E-4","0.30064842","0.03157895","20","7","false","Q93034","61.5","20","0","0","0.76738558","false","0","Q93034","627164","0.05718985"
"3705","3.98318468","7.2E-7","0.25105539","0.0","2","8","false","O95926","64.0","2","0","0","0.70168153","false","0","O95926","2014","0.5"
"3707","4.05907296","0.0","0.24636167","0.0","1","8","false","P02689","108.0","1","0","0","0.6940927","false","0","P02689","0","0.0"
"3709","3.47097529","3.217E-5","0.28810346","0.04761905","7","7","false","P05388","88.85714286","7","0","0","0.75290247","false","0","P05388","99254","0.15197044"
"3711","3.28454452","1.2782E-4","0.30445622","0.06666667","16","6","false","P09429","86.5","16","0","0","0.77154555","false","0","P09429","474608","0.08529485"
"3713","3.31137593","1.3291E-4","0.30198927","0.06666667","16","6","false","P10826","85.5","16","0","0","0.76886241","false","0","P10826","492428","0.0729524"
"3715","3.27759906","3.6761E-4","0.30510138","0.04278075","34","7","false","P15923","34.44117647","34","0","0","0.77224009","false","0","P15923","1126816","0.03627869"
